File_prefix	new_file_prefix	File	Strain.name	Assembly	Locus	BioSample	BioProject	Source	Paper	Dataset	Host	Generic_host	host_simple	Strain	Location	Country	Altered.Collection.Date	Collection.Date	Submission.Date	Species	Short.species	Assembly.Method	Genome.Representation	Largest.contig	Total.length	X..contigs.....0.bp.	Genome.Coverage	Sequencing.Technology	Assembly.Length	Journal	Authors	Title	X..contigs.....1000.bp.	X..contigs.....5000.bp.	X..contigs.....10000.bp.	X..contigs.....25000.bp.	X..contigs.....50000.bp.	Total.length.....0.bp.	Total.length.....1000.bp.	Total.length.....5000.bp.	Total.length.....10000.bp.	Total.length.....25000.bp.	Total.length.....50000.bp.	X..contigs	GC....	N50	N75	L50	L75	X..N.s.per.100.kbp	Cluster.x	Lane	Study.number	Sample.number	Prodigiosin.producers	Bag.Number	Manual.species	Phenon_1977	Phenon_from_s_plymuthica_and_S_odorifera	Phenon_from_liq_prot_grim_complex_paper	Additional.Strain.Names	Date.on.tube	Biotype	Additional.Information	new_biotype_prev	new_biotype	ref_for_this_new_biotype	misc_biotype_info	two_word_species	Cluster.y	new_dataset	Mosquito	Collection	MosAIC_source_specific	MosAIC_source_lab	Location 	MosAIC_lab_field	Mosquito_spp	host_species_non_mosquito	life_stage_non_mosquito	sex_non_mosquito	tissue_non_mosquito	mosquito_species	mosquito_strain_lab	mosquito_life_stage	mosquito_sex	mosquito_female_feeding_status	mosquito_tissue
GCA_001663135.1_ASM166313v1_genomic	GCA_001663135.1_ASM166313v1_genomic	GCA_001663135.1_ASM166313v1_genomic.gbff	ASM166313v1	None	CP012097	SAMN03841798	PRJNA289082	organic material	Study w/ < 10 genomes	NCBI	Solanum tuberosum L. cv. Cilena	Plant	Plant	3Re4-18	Germany: Bonn	Germany	2001	2001	14-Jul-15	Serratia plymuthica	Serratia plymuthica	Method :: Hierarchical genome assembly process v.	Representation :: Full	5439574	5439574	1	Coverage :: 110x	Technology :: PacBio	5439574	Stand Genomic Sci 11 (1); 61 (2016)	Adam;E.; Muller;H.; Erlacher;A. and Berg;G.	Complete genome sequences of the Serratia plymuthica strains 3Rp8 and 3Re4-18; two rhizosphere bacteria with antagonistic activity towards fungal phytopathogens and plant growth promoting abilities	1	1	1	1	1	5439574	5439574	5439574	5439574	5439574	5439574	1	56.24	5439574	5439574	1	1	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia plymuthica	8	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001672055.1_ASM167205v1_genomic	GCA_001672055.1_ASM167205v1_genomic	GCA_001672055.1_ASM167205v1_genomic.gbff	ASM167205v1	None	CP016032	SAMN04621337	PRJNA317568	Urine	Study w/ < 10 genomes	NCBI	Homo sapiens	Human	Homo sapiens	U36365	India: Vellore: TN	India	2015	30-Dec-15	26-May-16	Serratia marcescens	Serratia marcescens	Method :: HGAP v. March 2016	Representation :: Full	5125866	5125866	1	Coverage :: 490x	Technology :: PacBio	5125866	Unpublished	Sahni;R.D.; Amalanathan;R.; Kumar;R.D.; Mathai;J.; Veeraraghavan;B. and Biswas;I.	Sahni RD; Amalanathan R; Devanga Ragupathi NK; Mathai J; Veeraraghavan B; Biswas I. Complete Genome Sequence of Serratia marcescens U36365; a Green Pigment-Producing Strain Isolated from a Patient with Urinary Tract Infection. Genome Announc. 2016;4(4):e00837-16. Published 2016 Aug 11. doi:10.1128/genomeA.00837-16	1	1	1	1	1	5125866	5125866	5125866	5125866	5125866	5125866	1	59.74	5125866	5125866	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001692375.1_ASM169237v1_genomic	GCA_001692375.1_ASM169237v1_genomic	GCA_001692375.1_ASM169237v1_genomic.gbff	ASM169237v1	None	LXKR01000001	SAMN04901303	PRJNA319063	plant	Study w/ < 10 genomes	NCBI	rose	Plant	Plant	14-2641	None	None	2014	2014	26-Apr-16	Serratia sp. 14-2641	Serratia sp.	Method :: SPAdes v. 3.7.0	Representation :: Draft	595495	6343511	105	Coverage :: 50.0x	Technology :: Illumina MiSeq	6343511	PeerJ 4; E2222 (2016)	Davis Ii;E.W.; Weisberg;A.J.; Tabima;J.F.; Grunwald;N.J. and Chang;J.H.	Gall-ID: tools for genotyping gall-causing phytopathogenic bacteria	82	53	41	31	22	6343511	6327466	6264525	6174570	6020961	5683606	105	53.55	326267	178168	7	14	28.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia sp.	4	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001714765.1_SerISTD041.0_genomic	GCA_001714765.1_SerISTD041.0_genomic	GCA_001714765.1_SerISTD041.0_genomic.gbff	SerISTD041.0	None	MBDW01000001	SAMN05335729	PRJNA327498	Marble rocks of palaeoproterozoic metasediments of the Aravali Supergroup	Study w/ < 10 genomes	NCBI	None	Environmental	Environmental	ISTD04	India: Rajasthan: Alwar	India	2009	20-Mar-09	14-Jul-16	Serratia sp. ISTD04	Serratia sp.	Method :: Velvet v. 1.2.10	Representation :: Draft	328633	5065211	120	Coverage :: 81.0x	Technology :: Illumina MiSeq	5069140	Submitted (14-JUL-2016) Plant Immunity Lab; National Institute of Plant Genome Research; Aruna Asaf Ali Marg; New Delhi; Delhi 110067; India	Thakur;I.S.; Verma;P.K.; Kumar;M.; Gazara;R.K.; Verma;S. and Kumar;M.	Kumar M; Gazara RK; Verma S; Kumar M; Verma PK; Thakur IS. Genome Sequence of Carbon Dioxide-Sequestering Serratia sp. Strain ISTD04 Isolated from Marble Mining Rocks. Genome Announc. 2016;4(5):e01141-16. Published 2016 Oct 20. doi:10.1128/genomeA.01141-16	96	81	72	54	34	5069140	5057150	5012563	4947798	4615276	3908502	107	59.71	103262	55891	16	33	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia sp.	1	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001716895.1_ASM171689v1_genomic	GCA_001716895.1_ASM171689v1_genomic	GCA_001716895.1_ASM171689v1_genomic.gbff	ASM171689v1	None	LIAI01000001	SAMN03892645	PRJNA290503	vermicompost	Study w/ < 10 genomes	NCBI	None	Environmental	Environmental	UENF-22GI	Brazil	Brazil	2013	2013	21-Jul-15	Serratia marcescens	Serratia marcescens	Method :: Velvet v. 1.2.10	Representation :: Draft	3077593	5001584	25	Coverage :: 319.0x	Technology :: Illumina HiSeq	5003741	bioRxivorg; doi 10.1101/288084 (2018)	Metteoli;F.P.; Passarelli-Araujo;H.; Reis;R.J.A.; da Rocha;L.O.; Souza;E.M.; Aravind;L.; Olivares;F.L. and Venancio;T.M.	Genome sequencing and assessment of plant growth-promoting properties of a Serratia marcescens strain isolated from vermicompost	13	10	9	9	6	5003741	4999024	4993041	4987247	4987247	4896973	17	59.78	3077593	552944	1	3	54.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001853455.1_ASM185345v1_genomic	GCA_001853455.1_ASM185345v1_genomic	GCA_001853455.1_ASM185345v1_genomic.gbff	ASM185345v1	None	MJVB01000001	SAMN05712591	PRJNA340333	midgut content	Study w/ < 10 genomes	NCBI	Anopheles stephensi (mosquito)	Insect	Mosquito	ano1	None	None	None	None	28-Aug-16	Serratia marcescens	Serratia marcescens	Method :: SPAdes v. 3.9.0	Representation :: Draft	895551	5492618	107	Coverage :: 50.0x	Technology :: Illumina MiSeq	5492618	Unpublished	Chen;S. and Walker;E.D.	Chen S; Blom J; Walker ED. Genomic; Physiologic; and Symbiotic Characterization of Serratia marcescens Strains Isolated from the Mosquito Anopheles stephensi. Front Microbiol. 2017;8:1483. Published 2017 Aug 10. doi:10.3389/fmicb.2017.01483	44	37	35	34	24	5492618	5453269	5438675	5424303	5410185	5051447	107	59.45	232610	118019	6	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	NCBI	NonMosquito	Williams	mosquito_female	Chen;S. and Walker;E.	MSU	lab	Anopheles stephensi	Anopheles_stephensi	NA	NA	NA	Anopheles_stephensi	NA	NA	NA	NA	NA
GCA_001853495.1_ASM185349v1_genomic	GCA_001853495.1_ASM185349v1_genomic	GCA_001853495.1_ASM185349v1_genomic.gbff	ASM185349v1	None	MJVC01000001	SAMN05712592	PRJNA340334	gut contents	Study w/ < 10 genomes	NCBI	Anopheles stephensi (mosquito)	Insect	Mosquito	ano2	None	None	None	None	28-Aug-16	Serratia marcescens	Serratia marcescens	Method :: SOAPdenovo v. 3.9.0	Representation :: Draft	895551	5470524	71	Coverage :: 50.0x	Technology :: Illumina MiSeq	5470999	Unpublished	Chen;S. and Walker;E.	Chen S; Blom J; Walker ED. Genomic; Physiologic; and Symbiotic Characterization of Serratia marcescens Strains Isolated from the Mosquito Anopheles stephensi. Front Microbiol. 2017;8:1483. Published 2017 Aug 10. doi:10.3389/fmicb.2017.01483	43	36	34	33	24	5470999	5453467	5438872	5424500	5410458	5090267	70	59.52	232610	127854	6	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	NCBI	NonMosquito	Williams	mosquito_female	Chen;S. and Walker;E.	MSU	lab	Anopheles stephensi	Anopheles_stephensi	NA	NA	NA	Anopheles_stephensi	NA	NA	NA	NA	NA
GCA_001880985.1_ASM188098v1_genomic	GCA_001880985.1_ASM188098v1_genomic	GCA_001880985.1_ASM188098v1_genomic.gbff	ASM188098v1	None	MDJO01000001	SAMN05560667	PRJNA338688	None	Study w/ < 10 genomes	NCBI	Aedes albopictus	Insect	Mosquito	AeS1	USA: St. Augustine	USA	2015	15-Jun	12-Aug-16	Serratia fonticola	Serratia fonticola	Method :: CLC NGS Cell v. 9.0	Representation :: Draft	721601	5688960	51	Coverage :: 300.0x	Technology :: Illumina HiSeq	5688960	Unpublished	Pei;D.; Yu;W.; Xu;J.; Xue;R.; Champion;C. and Gibson;J.	Pei D; Hill-Clemons C; Carissimo G; Yu W; Vernick KD; Xu J. Draft Genome Sequences of Two Strains of Serratia spp. from the Midgut of the Malaria Mosquito Anopheles gambiae. Genome Announc. 2015;3(2):e00090-15. Published 2015 Mar 12. doi:10.1128/genomeA.00090-15	42	35	31	30	26	5688960	5682217	5668491	5641410	5630280	5517327	51	53.91	222161	166941	7	15	4.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia fonticola	4	NCBI	NonMosquito	Williams	mosquito_female	Pei D	USA: St. Augustine	lab	Anopheles stephensi	Aedes_albopictus	NA	NA	NA	Anopheles_stephensi	NA	NA	NA	NA	NA
GCA_001889685.1_ASM188968v1_genomic	GCA_001889685.1_ASM188968v1_genomic	GCA_001889685.1_ASM188968v1_genomic.gbff	ASM188968v1	None	MEDA01000001	SAMN04226222	PRJNA300566	hemolymph	Study w/ < 10 genomes	NCBI	Apis mellifera	Insect	Insect	sicaria (Ss1)	USA: Wisconsin: Dunn County	USA	2014	20-Dec-14	15-Jul-16	Serratia marcescens	Serratia marcescens	Method :: SPAdes v. 3.5	None	242094	5103487	206	Coverage :: 150.0x	Technology :: Illumina MiSeq	5112623	PLoS ONE 11 (12); E0167752 (2016)	Burritt;N.L.; Foss;N.J.; Neeno-Eckwall;E.C.; Church;J.O.; Hilger;A.M.; Hildebrand;J.A.; Warshauer;D.M.; Perna;N.T. and Burritt;J.B.	Sepsis and Hemocyte Loss in Honey Bees (Apis mellifera) Infected with Serratia marcescens Strain Sicaria	136	92	76	53	36	5112623	5071755	4968765	4853469	4487065	3927404	180	59.21	105742	53508	18	35	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001902635.1_ASM190263v1_genomic	GCA_001902635.1_ASM190263v1_genomic	GCA_001902635.1_ASM190263v1_genomic.gbff	ASM190263v1	None	MJAO01000001	SAMN05771569	PRJNA343001	plant surface	Study w/ < 10 genomes	NCBI	None	Plant	Plant	MSU97	Venezuela: Carrao River	Venezuela	2016	2016	14-Sep-16	Serratia marcescens	Serratia marcescens	Method :: Newbler v. 2.6	Representation :: Draft	418649	5258534	65	Coverage :: 38.0x	Technology :: 454	5258534	Genome Announc 5 (9); e01752-16 (2017)	Matilla;M.A.; Udaondo;Z.; Krell;T. and Salmond;G.P.	Genome Sequence of Serratia marcescens MSU97; a Plant-Associated Bacterium That Makes Multiple Antibiotics	65	52	48	39	30	5258534	5258534	5230666	5201553	5032324	4732074	65	58.87	197047	82046	10	19	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	12	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001909165.1_ASM190916v1_genomic	GCA_001909165.1_ASM190916v1_genomic	GCA_001909165.1_ASM190916v1_genomic.gbff	ASM190916v1	None	LZOB01000001	SAMN04992845	PRJNA321573	stool	Study w/ < 10 genomes	NCBI	Homo sapiens	Human	Homo sapiens	SM03	India	India	2012	16-Oct-12	06-Jun-16	Serratia marcescens	Serratia marcescens	Method :: SPAdes v. March-2016	Representation :: Draft	2189047	5076885	26	Coverage :: 99.0x	Technology :: Illumina NextSeq 500	5076885	Unpublished	Srinivasan;V.B. and Rajamohan;G.	Srinivasan; V. B. and Rajamohan; G. (2018) ‘Genome analysis of urease positive Serratia marcescens; co-producing SRT-2 and AAC(6′)-Ic with multidrug efflux pumps for antimicrobial resistance’; Genomics; 5 April. doi: 10.1016/j.ygeno.2018.04.001.	17	15	14	13	10	5076885	5070980	5065349	5059523	5049487	4949712	26	59.58	549237	325499	2	5	6.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001914155.1_ASM191415v1_genomic	GCA_001914155.1_ASM191415v1_genomic	GCA_001914155.1_ASM191415v1_genomic.gbff	ASM191415v1	None	MKYB01000001	SAMN05509322	PRJNA327106	Infant 2 DOL 27 gut	Study w/ < 10 genomes	NCBI	Homo sapiens	Human	Homo sapiens	None	USA: Pittsburgh: Magee-Womens Hospital of UPMC	USA	None	2013/2014	06-Oct-16	Serratia marcescens	Serratia marcescens	Method :: IDBA_UD v. 1.1.1	None	799714	5056121	28	Coverage :: 106.0	Technology :: Illumina HiSeq	5056121	Unpublished	Olm;M.R.; Brown;C.T.; Brooks;B.; Baker;R.; Burstein;D.; Soenjoyo;K.; Thomas;B.C.; Morowitz;M. and Banfield;J.F.	Olm; M. R. et al. (2017) ‘Identical bacterial populations colonize premature infant gut; skin; & oral microbiomes & exhibit different in situ growth rates’; Genome Research. Cold Spring Harbor Laboratory Press; 27(4); pp. 601–612. doi: 10.1101/gr.213256.116.	28	19	18	16	14	5056121	5056121	5040890	5035719	5011768	4947605	28	60.11	377237	293701	5	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001932655.1_ASM193265v1_genomic	GCA_001932655.1_ASM193265v1_genomic	GCA_001932655.1_ASM193265v1_genomic.gbff	ASM193265v1	None	CP010584	SAMN03262644	PRJNA270035	None	Study w/ < 10 genomes	NCBI	Anopheles stephensi	Insect	Mosquito	AS1	China: Shanghai	China	2013	28/02/2013	19-Dec-14	Serratia marcescens	Serratia marcescens	Method :: SOAPdenovo v. NOV-2014	Representation :: Full	5506053	5506053	1	Coverage :: 100.0x	Technology :: Illumina MiSeq	5506053	Unpublished	Wang;S.	Wang; S. et al. (2017) ‘Driving mosquito refractoriness to Plasmodium falciparum with engineered symbiotic bacteria’; Science. American Association for the Advancement of Science; 357(6358); pp. 1399–1402. doi: 10.1126/science.aan5478.	1	1	1	1	1	5506053	5506053	5506053	5506053	5506053	5506053	1	59.53	5506053	5506053	1	1	38.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	NCBI	NonMosquito	Williams	mosquito_female	"Wang, S"	China: Shanghai	lab	Anopheles stephensi	Anopheles_stephensi	NA	NA	NA	Anopheles_stephensi	NA	NA	NA	NA	NA
GCA_001984565.1_ASM198456v1_genomic	GCA_001984565.1_ASM198456v1_genomic	GCA_001984565.1_ASM198456v1_genomic.gbff	ASM198456v1	None	MSFH01000001	SAMN05732388	PRJNA342012	nodule	Study w/ < 10 genomes	NCBI	peanut	Environmental	Environmental	S119	Argentina	Argentina	2007	2007	20-Dec-16	Serratia sp. S119	Serratia sp.	Method :: SPAdes v. 3.5.0	None	879195	5116637	48	Coverage :: 30.0x	Technology :: Illumina MiSeq	5122074	Unpublished	Luduena;L.M.	Cleto S; Van der Auwera G; Almeida C; Vieira MJ; Vlamakis H; Kolter R. Genome Sequence of Serratia plymuthica V4. Genome Announc. 2014;2(3):e00340-14. Published 2014 May 15. doi:10.1128/genomeA.00340-14	26	20	18	18	16	5122074	5112242	5100310	5088439	5088439	5031740	32	59.89	332669	245255	5	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia sp.	1	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002029205.1_ASM202920v1_genomic	GCA_002029205.1_ASM202920v1_genomic	GCA_002029205.1_ASM202920v1_genomic.gbff	ASM202920v1	None	MVGA01000001	SAMN06328786	PRJNA374552	ghanaian yam	Study w/ < 10 genomes	NCBI	None	Plant	Plant	CAPREX_SY13	United Kingdom: London market	United Kingdom	2016	01/02/2016	15-Feb-17	Serratia marcescens	Serratia marcescens	Method :: SPAdes v. June-2016	Representation :: Draft	876959	5308004	17	Coverage :: 30.0x	Technology :: Illumina	5308004	Genome Announc (2017) In press	Monson;R.; Honger;J.; Rawlinson;A. and Salmond;G.P.	Draft genome announcement Serratia marcescens strains CAPREx SY13 and CAPREx SY21	17	17	16	16	13	5308004	5308004	5308004	5302431	5302431	5212031	17	59.35	498095	429334	4	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002029225.1_ASM202922v1_genomic	GCA_002029225.1_ASM202922v1_genomic	GCA_002029225.1_ASM202922v1_genomic.gbff	ASM202922v1	None	MVGB01000001	SAMN06328413	PRJNA374552	ghanaian yam	Study w/ < 10 genomes	NCBI	None	Plant	Plant	CAPREX_SY21	United Kingdom: London market	United Kingdom	2016	01/02/2016	15-Feb-17	Serratia marcescens	Serratia marcescens	Method :: SPAdes v. June-2016	Representation :: Draft	1528059	5157134	14	Coverage :: 30.0x	Technology :: Illumina	5157134	Genome Announc (2017) In press	Monson;R.; Honger;J.; Rawlinson;A. and Salmond;G.P.	Draft genome announcement Serratia marcescens strains CAPREx SY13 and CAPREx SY21	14	14	14	14	11	5157134	5157134	5157134	5157134	5157134	5026457	14	59.62	552867	286750	3	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002104095.1_ASM210409v1_genomic	GCA_002104095.1_ASM210409v1_genomic	GCA_002104095.1_ASM210409v1_genomic.gbff	ASM210409v1	None	NBWV01000001	SAMN06685770	PRJNA381643	Bile drainage	Hemarajata et al; 2018	NCBI	Homo sapiens	Human	Homo sapiens	D-3	USA: Los Angeles	USA	2014	2014	05-Apr-17	Serratia marcescens	Serratia marcescens	Method :: A5-miseq v. 20141120	Representation :: Draft	1179607	5107962	27	Coverage :: 140x	Technology :: Illumina MiSeq	5107962	Unpublished	Hemarajata;P. and Humphries;R.M.	Hemarajata; P. et al. (2018) ‘Selection of hyperproduction of AmpC and SME-1 in a carbapenem-resistant Serratia marcescens isolate during antibiotic therapy’; Journal of Antimicrobial Chemotherapy. Oxford University Press; 73(5); pp. 1256–1262. doi: 10.1093/jac/dky028.	22	17	16	16	14	5107962	5104737	5095868	5089842	5089842	5025611	27	59.96	761525	234171	3	6	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Hemarajata et al; 2018	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002104105.1_ASM210410v1_genomic	GCA_002104105.1_ASM210410v1_genomic	GCA_002104105.1_ASM210410v1_genomic.gbff	ASM210410v1	None	NBWX01000001	SAMN06685768	PRJNA381643	blood	Hemarajata et al; 2018	NCBI	Homo sapiens	Human	Homo sapiens	D-1	USA: Los Angeles	USA	2014	2014	05-Apr-17	Serratia marcescens	Serratia marcescens	Method :: A5-miseq v. 20141120	Representation :: Draft	1215751	5107216	27	Coverage :: 200x	Technology :: Illumina MiSeq	5107216	Unpublished	Hemarajata;P. and Humphries;R.M.	Hemarajata; P. et al. (2018) ‘Selection of hyperproduction of AmpC and SME-1 in a carbapenem-resistant Serratia marcescens isolate during antibiotic therapy’; Journal of Antimicrobial Chemotherapy. Oxford University Press; 73(5); pp. 1256–1262. doi: 10.1093/jac/dky028.	23	19	18	18	13	5107216	5104891	5097552	5092106	5092106	4928356	27	59.96	565574	331446	3	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Hemarajata et al; 2018	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002104115.1_ASM210411v1_genomic	GCA_002104115.1_ASM210411v1_genomic	GCA_002104115.1_ASM210411v1_genomic.gbff	ASM210411v1	None	NBWW01000001	SAMN06685769	PRJNA381643	blood	Hemarajata et al; 2018	NCBI	Homo sapiens	Human	Homo sapiens	D-2	USA: Los Angeles	USA	2014	2014	05-Apr-17	Serratia marcescens	Serratia marcescens	Method :: A5-miseq v. 20141120	Representation :: Draft	3111993	5106243	17	Coverage :: 200x	Technology :: Illumina MiSeq	5106243	Unpublished	Hemarajata;P. and Humphries;R.M.	Hemarajata; P. et al. (2018) ‘Selection of hyperproduction of AmpC and SME-1 in a carbapenem-resistant Serratia marcescens isolate during antibiotic therapy’; Journal of Antimicrobial Chemotherapy. Oxford University Press; 73(5); pp. 1256–1262. doi: 10.1093/jac/dky028.	12	10	9	9	7	5106243	5103188	5099803	5093723	5093723	5027873	17	59.96	3111993	572807	1	3	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Hemarajata et al; 2018	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002118055.1_ASM211805v1_genomic	GCA_002118055.1_ASM211805v1_genomic	GCA_002118055.1_ASM211805v1_genomic.gbff	ASM211805v1	None	NDXU01000001	SAMN06768592	PRJNA383647	blood	Study w/ < 10 genomes	NCBI	Homo sapiens	Human	Homo sapiens	ML2637	South Africa: Gauteng	South Africa	2016	08-Jul-16	20-Apr-17	Serratia marcescens	Serratia marcescens	Method :: CLC NGS Cell v. 10	Representation :: Draft	233443	5718350	224	Coverage :: 171.0x	Technology :: Illumina MiSeq	5718350	Genome Announc 5 (26); e00580-17 (2017)	Singh-Moodley;A.; Perovic;O.; Mtshali;S.; Ismail;A. and Allam;M.	Draft Genome Sequence of a Multidrug-Resistant Serratia marcescens Strain; Isolated from a Patient with Peritoneal Cancer in South Africa	196	137	105	71	39	5718350	5696637	5544062	5309693	4686228	3491933	224	59.13	62350	34392	28	58	28.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002206385.2_ASM220638v2_genomic	GCA_002206385.2_ASM220638v2_genomic	GCA_002206385.2_ASM220638v2_genomic.gbff	ASM220638v2	None	NJFR02000001	SAMN06173366	PRJNA231221	Sputum	Study w/ < 10 genomes	NCBI	Homo sapiens	Human	Homo sapiens	FDAARGOS_353	France: Bordeaux	France	1978	1978	24-May-17	Serratia odorifera	Serratia odorifera	Method :: CA v. 8.2	Representation :: Full	5308449	5527432	6	Coverage :: 880x	Technology :: PacBio; Illumina	5527432	Unpublished	Minogue;T.; Wolcott;M.; Wasieloski;L.; Aguilar;W.; Moore;D.; Tallon;L.; Sadzewicz;L.; Sengamalay;N.; Ott;S.; Godinez;A.; Nagaraj;S.; Vavikolanu;K.; Vyas;G.; Nadendla;S.; George;J. and Sichtig;H.	Sichtig; H. et al. (2018) ‘FDA-ARGOS: A Public Quality-Controlled Genome Database Resource for Infectious Disease Sequencing Diagnostics and Regulatory Science Research’; bioRxiv. Cold Spring Harbor Laboratory; p. 482059. doi: 10.1101/482059.	6	6	6	6	2	5527432	5527432	5527432	5527432	5527432	5362528	6	56.06	5308449	5308449	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia odorifera	13	NCBI	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002220515.1_ASM222051v1_genomic	GCA_002220515.1_ASM222051v1_genomic	GCA_002220515.1_ASM222051v1_genomic.gbff	ASM222051v1	None	CP018924	SAMN06164057	PRJNA357595	University of Michigan Health System	Anderson et al; 2017	NCBI	Homo sapiens	Human	Homo sapiens	UMH2	USA: Michigan	USA	2014	14-Jan	27-Dec-16	Serratia marcescens	Serratia marcescens	Method :: HGAP v. 2	Representation :: Full	5308626	5308626	1	Coverage :: 244.43	Technology :: PacBio	5308626	MBio 8 (3); e00740-17 (2017)	Anderson;M.T.; Mitchell;L.A.; Zhao;L. and Mobley;H.L.T.	Capsule Production and Glucose Metabolism Dictate Fitness during Serratia marcescens Bacteremia	1	1	1	1	1	5308626	5308626	5308626	5308626	5308626	5308626	1	59.39	5308626	5308626	1	1	0	Serratia marcescens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia marcescens	1	Anderson et al; 2017	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
